The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times. In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.


freq	w1	w2	w3
1009	after	this	.
499	after	a	few
434	after	years	of
354	after	a	while
346	after	the	first
301	after	it	.
270	after	it	was
267	after	the	war
191	after	more	than
183	after	a	long
181	after	the	election
178	after	a	moment
171	after	these	messages
168	after	it	,
158	after	a	year
138	after	only	a
136	after	this	,
133	after	months	of
120	after	so	many
117	after	the	fact
116	after	this	break
115	after	a	while
113	after	a	couple
109	after	a	brief
107	after	it	has
95	after	decades	of
94	after	many	years
92	after	President	Bush
89	after	each	addition
88	after	World	War
87	after	this	brief
86	after	that	first
83	after	the	death
82	after	a	series
80	after	several	years
80	after	his	death
79	after	it	had
77	after	the	last
77	after	such	a
73	after	it	's
72	after	more	than
68	after	you	.
67	after	a	day
65	after	it	is
65	after	the	show
64	after	the	game
64	after	9/11	,
63	after	a	period
62	after	a	week
61	after	one	of
60	after	a	pause
60	after	a	time
60	after	a	decade
58	after	the	initial
56	after	just	one
55	after	the	second
55	after	just	a
53	after	several	months
52	after	a	certain
51	after	some	time
51	after	the	Civil
51	after	a	short
51	after	weeks	of
49	after	President	Clinton
47	after	the	end
46	after	your	local
45	after	the	break
45	after	dinner	,
44	after	you	,
43	after	a	night
43	after	an	hour
43	after	only	one
43	after	a	month
42	after	you	've
42	after	these	words
42	after	the	elections
41	after	that	and
40	after	it	and
40	after	the	fall
40	after	a	fashion
38	after	several	days
38	after	only	two
38	after	yesterday	's
38	after	high	school
37	after	the	season
37	after	just	two
37	after	the	meeting
37	after	half	a
36	after	the	collapse
36	after	the	Gulf
35	after	the	next
35	after	several	weeks
35	after	the	birth
34	after	his	father
34	after	it	became
34	after	awhile	.
34	after	a	long
34	after	it	's
34	after	work	,
34	after	the	third
33	after	his	wife
33	after	most	of
32	after	nearly	a
32	after	nearly	two
31	after	the	two
31	after	only	three
31	after	a	lifetime
30	after	this	from
30	after	the	company
30	after	a	quick
30	after	the	funeral
30	after	that	--
29	after	you	?
29	after	my	father
29	after	everyone	else
29	after	the	Second
29	after	school	,
28	after	about	two
28	after	that	night
28	after	that	day
28	after	Mr.	Bush
27	after	the	Olympics
27	after	a	lot
27	after	the	storm
27	after	another	.
27	after	hours	of
27	after	the	trial
26	after	the	new
26	after	the	murder
26	after	her	husband
26	after	a	minute
25	after	several	hours
25	after	my	mother
25	after	this	happened
25	after	thousands	of
25	after	days	of
25	after	a	little
24	after	a	beat
24	after	the	"
24	after	the	accident
24	after	some	of
24	after	a	number
24	after	at	least
24	after	that	time
24	after	lunch	,
24	after	her	mother
24	after	the	long
23	after	their	first
23	after	the	wedding
23	after	just	three
23	after	an	initial
23	after	the	United
23	after	this	year
23	after	,	and
23	after	this	incident
23	after	another	,
23	after	the	event
23	after	the	Soviet
23	after	the	attacks
23	after	the	baby
22	after	almost	a
22	after	taxes	,
22	after	that	did
22	after	,	"
22	after	the	invasion
22	after	a	meeting
22	after	that	meeting
22	after	it	happened
22	after	his	mother
22	after	the	surgery
22	after	that	was
21	after	a	very
21	after	something	like
21	after	the	operation
20	after	her	death
20	after	her	father
20	after	the	'
20	after	this	interview
20	after	nearly	three
20	after	half	an
20	after	a	hard
19	after	his	first
19	after	such	an
19	after	the	movie
19	after	the	way
19	after	that	interview
19	after	the	November
19	after	graduation	,
19	after	yet	another
19	after	the	bombing
19	after	a	visit
19	after	the	man
19	after	one	year
19	after	a	big
19	after	the	big
19	after	the	attack
18	after	the	government
18	after	each	of
18	after	the	president
18	after	the	sun
18	after	yesterday	's
18	after	this	message
17	after	the	kids
17	after	her	first
17	after	the	state
17	after	New	York
17	after	the	assassination
17	after	this	season
17	after	that	to
17	after	the	loss
17	after	a	century
17	after	hundreds	of
17	after	about	a
17	after	only	four
17	after	a	lengthy
17	after	that	...
17	after	the	divorce
16	after	a	particularly
16	after	a	dozen
16	after	the	final
16	after	the	battle
16	after	centuries	of
16	after	the	age
16	after	less	than
16	after	that	incident
16	after	a	successful
16	after	the	shooting
16	after	that	is
16	after	you	have
15	after	so	much
15	after	that	conversation
15	after	the	party
15	after	this	is
15	after	this	short
15	after	the	fire
15	after	the	terrorist
15	after	less	than
15	after	one	,
15	after	college	,
15	after	several	minutes
15	after	the	U.S.
15	after	hours	,
15	after	about	a
15	after	a	full
15	after	the	Cold
15	after	about	six
15	after	the	family
15	after	Mr.	Clinton
15	after	a	drawing
14	after	her	parents
14	after	last	night
14	after	school	.
14	after	this	one
14	after	the	race
14	after	the	release
14	after	a	life
14	after	only	six
14	after	this	News
14	after	the	fighting
14	after	this	event
14	after	the	passage
14	after	a	good
14	after	you	get
14	after	the	World
14	after	the	holidays
14	after	the	US
14	after	a	trip
14	after	a	new
14	after	the	news
14	after	that	initial
14	after	about	three
14	after	a	break
14	after	the	House
14	after	a	stint
14	after	only	five
14	after	about	five
14	after	a	great
14	after	about	the
14	after	the	British
14	after	last	week
14	after	the	usual
14	after	the	crash
14	after	the	recent
14	after	it	with
14	after	consultation	with
13	after	this	story
13	after	the	story
13	after	the	Supreme
13	after	a	second
13	after	my	dad
13	after	the	school
13	after	,	say
13	after	the	arrival
13	after	the	vote
13	after	,	you
13	after	the	revolution
13	after	a	review
13	after	just	five
13	after	the	American
13	after	a	string
13	after	the	incident
13	after	the	second
13	after	it	came
13	after	a	three-year
13	after	breakfast	,
13	after	supper	,
13	after	this	news
13	after	dark	,
13	after	the	events
13	after	too	many
13	after	that	happened
13	after	the	transition
13	after	the	decision
13	after	just	six
13	after	about	20
13	after	9/11	.
13	after	that	point
13	after	taxes	.
13	after	this	period
13	after	the	discovery
12	after	the	performance
12	after	that	period
12	after	hit	.
12	after	the	program
12	after	it	?
12	after	about	four
12	after	just	four
12	after	the	failure
12	after	his	arrest
12	after	the	publication
12	after	it	rains
12	after	about	30
12	after	the	1991
12	after	learning	of
12	after	the	verdict
12	after	a	two-year
12	after	last	year
12	after	inflation	,
12	after	death	,
12	after	the	Sept.
12	after	the	jury
12	after	the	success
12	after	the	child
12	after	the	September
12	after	the	coup
12	after	this	week
12	after	the	turn
12	after	some	hesitation
12	after	my	first
11	after	that	show
11	after	only	18
11	after	the	Israeli
11	after	many	months
11	after	some	years
11	after	the	children
11	after	a	half
11	after	you	and
11	after	years	in
11	after	the	three
11	after	long	,
11	after	Roe	v.
11	after	the	time
11	after	that	last
11	after	the	year
11	after	New	Year
11	after	almost	two
11	after	the	crisis
11	after	the	Vietnam
11	after	the	main
11	after	that	when
11	after	many	of
11	after	the	film
11	after	the	fourth
11	after	several	attempts
11	after	nearly	four
11	after	the	1990
11	after	the	All-Star
11	after	adjustment	for
11	after	the	failed
11	after	only	eight
11	after	one	.
11	after	the	Persian
11	after	a	point
11	after	so	long
11	after	the	dust
10	after	about	15
10	after	the	police
10	after	the	doctor
10	after	his	parents
10	after	dinner	.
10	after	their	father
10	after	a	four-year
10	after	about	10
10	after	the	presidential
10	after	his	retirement
10	after	that	game
10	after	awhile	,
10	after	the	hurricane
10	after	the	holiday
10	after	a	bit
10	after	the	President
10	after	President	Reagan
10	after	this	last
10	after	that	one
10	after	the	deadline
10	after	,	but
10	after	President	Kennedy
10	after	the	New
10	after	the	early
10	after	these	events
10	after	school	and
10	after	a	campaign
10	after	a	breakfast
10	after	that	in
10	after	about	ten
10	after	a	heart
10	after	a	second
10	after	the	Senate
10	after	the	students
10	after	a	heated
10	after	the	convention
10	after	this	war
10	after	the	merger
10	after	the	murders
10	after	the	speech
10	after	a	slight
10	after	that	summer
10	after	the	summer
10	after	people	have
10	after	the	meal
504	poor	.	<p>
444	poor	,	and
297	poor	.	"
288	poor	,	the
270	poor	and	the
265	poor	people	,
259	poor	people	.
235	poor	.	The
200	poor	,	"
178	poor	,	but
147	poor	man	's
125	poor	in	the
124	poor	people	in
104	poor	people	who
103	poor	job	of
95	poor	.	But
92	poor	.	They
92	poor	countries	.
89	poor	people	and
85	poor	quality	of
84	poor	.	It
83	poor	,	who
83	poor	countries	,
81	poor	.	I
78	poor	.	And
75	poor	.	In
74	poor	.	He
71	poor	thing	.
71	poor	.	We
68	poor	,	or
64	poor	and	minority
63	poor	families	.
63	poor	health	,
59	poor	health	.
58	poor	man	,
58	poor	,	they
57	poor	people	are
56	poor	performance	.
55	poor	man	.
54	poor	performance	of
53	poor	academic	performance
52	poor	neighborhoods	.
51	poor	children	.
51	poor	children	,
50	poor	women	.
49	poor	people	's
48	poor	judgment	.
47	poor	thing	,
47	poor	and	homeless
47	poor	children	in
47	poor	women	,
46	poor	working	conditions
45	poor	man	's
44	poor	,	it
44	poor	people	to
43	poor	and	uninsured
43	poor	women	and
43	poor	,	black
43	poor	quality	.
42	poor	families	,
41	poor	neighborhoods	,
39	poor	,	we
39	poor	and	middle
39	poor	.	This
39	poor	.	'
39	poor	substitute	for
38	poor	,	he
37	poor	,	a
37	poor	people	of
37	poor	state	of
36	poor	judgment	,
36	poor	,	with
35	poor	of	the
35	poor	performance	in
35	poor	.	That
35	poor	,	rural
35	poor	,	poor
34	poor	and	rich
34	poor	performance	,
34	poor	to	afford
33	poor	,	you
33	poor	response	to
33	poor	health	and
33	poor	choice	of
32	poor	woman	.
31	poor	taste	.
31	poor	.	If
31	poor	nutrition	,
31	poor	to	the
30	poor	,	which
30	poor	guy	,
30	poor	country	,
30	poor	.	These
30	poor	families	in
30	poor	boy	.
30	poor	communities	.
30	poor	country	.
30	poor	guy	.
30	poor	little	girl
29	poor	children	and
29	poor	and	elderly
29	poor	women	who
28	poor	people	?
27	poor	condition	,
27	poor	,	uneducated
27	poor	enough	to
27	poor	people	have
26	poor	and	working-class
26	poor	in	this
26	poor	.	You
26	poor	quality	,
26	poor	.	She
26	poor	.	There
26	poor	in	a
25	poor	understanding	of
25	poor	blacks	.
25	poor	,	to
25	poor	to	pay
24	poor	family	,
24	poor	girl	.
24	poor	,	is
24	poor	?	<p>
24	poor	who	are
24	poor	and	vulnerable
23	poor	air	quality
23	poor	nations	.
23	poor	one	.
23	poor	condition	.
23	poor	and	disadvantaged
23	poor	school	districts
23	poor	and	needy
23	poor	excuse	for
23	poor	diet	,
23	poor	girl	,
23	poor	showing	in
23	poor	women	in
22	poor	woman	,
22	poor	countries	to
22	poor	and	uneducated
22	poor	and	black
22	poor	?	"
22	poor	human	rights
21	poor	condition	of
21	poor	"	(
21	poor	and	minorities
21	poor	,	she
20	poor	eating	habits
20	poor	,	in
20	poor	management	and
20	poor	nations	,
20	poor	soil	,
20	poor	access	to
20	poor	communities	,
20	poor	use	of
20	poor	record	of
20	poor	impulse	control
20	poor	social	skills
20	poor	are	not
20	poor	taste	,
20	poor	service	.
20	poor	child	,
20	poor	get	poorer
20	poor	,	are
20	poor	,	as
20	poor	people	that
20	poor	,	minority
20	poor	that	the
19	poor	or	the
19	poor	countries	are
19	poor	white	trash
19	poor	.	So
19	poor	school	performance
19	poor	economic	performance
19	poor	baby	.
19	poor	family	.
19	poor	,	not
19	poor	and	powerless
19	poor	section	of
19	poor	academic	achievement
19	poor	ones	,
19	poor	way	to
19	poor	little	thing
19	poor	diet	and
19	poor	nutrition	and
18	poor	)	,
18	poor	countries	in
18	poor	planning	,
18	poor	body	image
18	poor	,	including
18	poor	women	to
18	poor	grades	,
18	poor	economy	,
18	poor	economic	conditions
18	poor	performance	on
18	poor	kids	,
18	poor	prognosis	.
18	poor	kids	.
18	poor	job	.
18	poor	planning	.
18	poor	.	What
18	poor	black	people
18	poor	personal	hygiene
18	poor	man	who
18	poor	because	they
17	poor	.	At
17	poor	,	young
17	poor	and	hungry
17	poor	,	hungry
17	poor	,	I
17	poor	to	buy
17	poor	alike	.
17	poor	areas	.
17	poor	have	been
17	poor	choice	for
17	poor	,	for
17	poor	,	especially
17	poor	baby	,
17	poor	and	working
17	poor	families	and
17	poor	performance	and
16	poor	farmers	and
16	poor	boy	,
16	poor	countries	and
16	poor	performance	by
16	poor	and	their
16	poor	--	and
16	poor	and	to
16	poor	people	can
16	poor	to	be
16	poor	track	record
16	poor	sense	of
16	poor	areas	of
16	poor	do	not
16	poor	people	do
16	poor	do	n't
16	poor	)	.
16	poor	kid	.
16	poor	farmers	.
16	poor	mother	.
16	poor	drainage	.
16	poor	man	was
16	poor	,	your
16	poor	relationships	with
16	poor	people	with
16	poor	boy	from
16	poor	guy	who
16	poor	that	they
16	poor	;	the
16	poor	from	the
15	poor	on	the
15	poor	woman	who
15	poor	,	have
15	poor	ones	.
15	poor	results	.
15	poor	districts	.
15	poor	choices	.
15	poor	.	(
15	poor	position	to
15	poor	.	For
15	poor	mother	,
15	poor	in	America
15	poor	little	rich
15	poor	neighborhood	,
15	poor	soul	,
15	poor	and	,
15	poor	judgment	and
14	poor	whites	,
14	poor	neighborhood	in
14	poor	neighborhoods	in
14	poor	eyesight	,
14	poor	fellow	,
14	poor	,	then
14	poor	women	's
14	poor	woman	's
14	poor	,	mostly
14	poor	and	middle-class
14	poor	Third	World
14	poor	,	urban
14	poor	people	will
14	poor	medical	care
14	poor	education	,
14	poor	because	of
14	poor	as	a
14	poor	are	getting
14	poor	.	Now
14	poor	countries	of
14	poor	son	of
14	poor	,	black
14	poor	living	conditions
14	poor	,	so
14	poor	and	downtrodden
14	poor	child	.
14	poor	bastard	.
14	poor	communication	between
14	poor	,	illiterate
14	poor	children	are
14	poor	white	people
14	poor	health	outcomes
14	poor	.	A
14	poor	at	the
13	poor	--	the
13	poor	as	the
13	poor	people	is
13	poor	single	mothers
13	poor	or	very
13	poor	old	man
13	poor	and	I
13	poor	,	this
13	poor	black	neighborhoods
13	poor	,	because
13	poor	circulation	,
13	poor	Americans	.
13	poor	soul	.
13	poor	would	be
13	poor	imitation	of
13	poor	is	a
13	poor	thing	!
13	poor	blacks	,
13	poor	management	,
13	poor	families	to
13	poor	health	care
13	poor	and	wealthy
13	poor	or	rich
13	poor	"	and
13	poor	farmers	,
13	poor	judgment	in
13	poor	;	and
13	poor	planning	and
13	poor	quality	and
12	poor	weather	,
12	poor	students	,
12	poor	areas	,
12	poor	soil	and
12	poor	neighborhoods	and
12	poor	housing	,
12	poor	family	in
12	poor	choices	,
12	poor	soils	,
12	poor	that	he
12	poor	,	particularly
12	poor	self-esteem	,
12	poor	old	woman
12	poor	and	unemployed
12	poor	communication	,
12	poor	.	From
12	poor	out	of
12	poor	ventilation	,
12	poor	for	a
12	poor	,	of
12	poor	women	of
12	poor	part	of
12	poor	side	of
12	poor	weather	conditions
12	poor	will	be
12	poor	.	Some
12	poor	in	spirit
12	poor	people	on
12	poor	light	.
12	poor	neighborhood	.
12	poor	management	.
12	poor	things	.
12	poor	.	A
12	poor	black	women
12	poor	woman	was
12	poor	young	man
12	poor	,	elderly
12	poor	relations	with
12	poor	urban	areas
12	poor	water	quality
12	poor	.	Many
12	poor	,	there
11	poor	and	they
11	poor	as	they
11	poor	is	the
11	poor	people	would
11	poor	during	the
11	poor	for	the
11	poor	rural	areas
11	poor	countries	with
11	poor	person	who
11	poor	and	working
11	poor	.	His
11	poor	as	well
11	poor	and	weak
11	poor	,	while
11	poor	and	oppressed
11	poor	households	.
11	poor	.	.
11	poor	person	.
11	poor	fellow	.
11	poor	soils	.
11	poor	parents	.
11	poor	can	not
11	poor	were	not
11	poor	in	New
11	poor	,	nasty
11	poor	and	black
11	poor	,	on
11	poor	people	or
11	poor	candidates	for
11	poor	country	like
11	poor	opinion	of
11	poor	showing	of
11	poor	children	of
11	poor	vision	,
11	poor	dear	,
11	poor	and	those
11	poor	that	it
11	poor	,	to
11	poor	service	,
11	poor	schools	,
11	poor	and	marginalized
11	poor	girl	was
11	poor	old	guy
11	poor	sanitation	and
11	poor	"	in
11	poor	,	by
11	poor	communities	in
11	poor	blacks	and
11	poor	.	Their
10	poor	light	,
10	poor	schools	and
10	poor	soils	and
10	poor	blacks	in
10	poor	in	their
10	poor	decisions	,
10	poor	relation	,
10	poor	Americans	,
10	poor	health	in
10	poor	.	In
10	poor	to	support
10	poor	customer	service
10	poor	work	habits
10	poor	health	habits
10	poor	,	ignorant
10	poor	thing	was
10	poor	and	middle-income
10	poor	countries	will
10	poor	,	will
10	poor	people	had
10	poor	.	To
10	poor	.	My
10	poor	,	those
10	poor	person	,
10	poor	men	,
10	poor	performers	,
10	poor	me	,
10	poor	.	On
10	poor	creature	,
10	poor	indicator	of
10	poor	and	of
10	poor	neighborhoods	of
10	poor	family	of
10	poor	management	of
10	poor	health	of
10	poor	treatment	of
10	poor	.	Even
10	poor	health	(
10	poor	but	also
10	poor	and	oppressed
10	poor	.	For
10	poor	may	be
10	poor	!	"
10	poor	is	not
10	poor	and	destitute
10	poor	households	,
10	poor	and	near-poor
10	poor	visibility	.
10	poor	conditions	.
10	poor	job	performance
10	poor	eyesight	.
10	poor	who	have
10	poor	to	have
10	poor	kid	from
10	poor	and	that
10	poor	,	that
10	poor	relationship	with
10	poor	.	However
10	poor	are	the
10	poor	,	would
10	poor	than	the
10	poor	.	By
10	poor	and	unskilled
10	poor	man	is
1535	Two	years	ago
1428	Two	of	the
944	Two	years	later
709	Two	days	later
489	Two	weeks	later
467	Two	weeks	ago
345	Two	months	later
335	Two	or	three
320	Two	of	them
206	Two	hundred	and
205	Two	and	a
204	Two	hours	later
195	Two	days	after
183	Two	months	ago
182	Two	years	after
154	Two	of	these
148	Two	weeks	after
144	Two	of	his
120	Two	types	of
110	Two	days	before
109	Two	.	"
107	Two	days	ago
93	Two	months	after
91	Two	weeks	before
84	Two	,	"
84	Two	out	of
83	Two	of	my
78	Two	of	those
78	Two	hundred	years
77	Two	decades	ago
74	Two	sets	of
72	Two	of	her
69	Two	thirds	of
69	Two	years	.
67	Two	decades	later
66	Two	minutes	later
65	Two	members	of
62	Two	years	earlier
58	Two	,	three
56	Two	young	men
56	Two	men	were
53	Two	to	three
53	Two	,	the
52	Two	things	.
52	Two	years	of
50	Two	years	after
49	Two	people	were
48	Two	of	our
47	Two	runs	.
47	Two	men	,
45	Two	kinds	of
43	Two	men	in
41	Two	weeks	.
41	Two	.	<p>
38	Two	weeks	after
38	Two	pairs	of
38	Two	nights	later
37	Two	of	us
37	Two	thousand	years
36	Two	in	the
36	Two	days	earlier
36	Two	months	before
35	Two	weeks	earlier
35	Two	Row	Wampum
34	Two	words	:
34	Two	,	I
33	Two	days	after
33	Two	,	and
32	Two	things	,
32	Two	aspects	of
32	Two	years	in
32	Two	things	are
31	Two	years	,
31	Two	years	before
30	Two	groups	of
29	Two	examples	of
29	Two	days	.
29	Two	nights	ago
28	Two	summers	ago
28	Two	hours	,
28	Two	men	are
28	Two	for	the
27	Two	people	who
27	Two	years	after
27	Two	other	men
26	Two	,	it
26	Two	recent	studies
26	Two	months	earlier
26	Two	years	and
26	Two	days	of
25	Two	thousand	dollars
25	Two	Cities	,
25	Two	Towers	,
24	Two	or	more
24	Two	hours	after
24	Two	hundred	thousand
24	Two	weeks	,
24	Two	women	,
24	Two	weeks	into
24	Two	.	The
24	Two	Rivers	,
24	Two	thousand	,
24	Two	,	you
24	Two	putts	from
24	Two	young	women
23	Two	people	are
23	Two	Tons	"
23	Two	years	?
23	Two	weeks	?
23	Two	months	after
23	Two	weeks	after
23	Two	minutes	.
23	Two	reasons	.
23	Two	years	into
22	Two	very	different
22	Two	plays	later
22	Two	versions	of
22	Two	,	they
21	Two	pieces	of
21	Two	of	a
21	Two	Gentlemen	of
21	Two	days	after
21	Two	hours	before
21	Two	days	before
21	Two	of	three
21	Two	days	,
21	Two	Girls	and
20	Two	of	its
20	Two	.	Three
20	Two	,	we
20	Two	centuries	later
20	Two	quick	questions
20	Two	months	.
20	Two	hundred	dollars
19	Two	decades	of
19	Two	to	four
19	Two	?	"
19	Two	police	officers
19	Two	hundred	people
19	Two	,	Three
19	Two	and	Three
19	Two	:	The
19	Two	,	one
18	Two	seasons	ago
18	Two	,	he
18	Two	men	and
18	Two	thousand	people
18	Two	months	,
18	Two	others	,
18	Two	of	their
18	Two	years	later
18	Two	months	after
18	Two	views	of
18	Two	hundred	fifty
17	Two	others	were
17	Two	weeks	from
17	Two	men	who
17	Two	generations	of
17	Two	Towers	"
17	Two	,	a
17	Two	days	before
17	Two	million	people
17	Two	thumbs	up
17	Two	hundred	miles
17	Two	centuries	ago
16	Two	brothers	,
16	Two	boys	,
16	Two	children	,
16	Two	little	boys
16	Two	decades	after
16	Two	hundred	million
16	Two	seconds	later
16	Two	hours	.
16	Two	Rivers	.
16	Two	hours	of
16	Two	forms	of
16	Two	blocks	away
16	Two	years	from
15	Two	Smoking	Barrels
15	Two	people	have
15	Two	examples	are
15	Two	years	is
15	Two	at	a
15	Two	,	four
15	Two	million	dollars
15	Two	hundred	.
15	Two	Towers	.
15	Two	people	,
15	Two	things	I
14	Two	things	were
14	Two	girls	,
14	Two	months	into
14	Two	.	He
14	Two	Cities	.
14	Two	points	.
14	Two	Cities	"
14	Two	teams	of
14	Two	Centuries	of
14	Two	cups	of
14	Two	hours	and
14	Two	factors	are
14	Two	.	It
13	Two	studies	have
13	Two	is	the
13	Two	on	the
13	Two	percent	of
13	Two	species	of
13	Two	hundred	feet
13	Two	months	before
13	Two	.	One
13	Two	years	after
13	Two	things	:
13	Two	,	NBC
13	Two	questions	.
13	Two	women	and
13	Two	,	in
13	Two	women	in
13	Two	boys	and
13	Two	hours	into
13	Two	minutes	,
13	Two	Hundred	Years
13	Two	,	what
13	Two	other	people
13	Two	weeks	before
13	Two	years	before
13	Two	,	maybe
12	Two	Live	Crew
12	Two	American	soldiers
12	Two	.	I
12	Two	Harbors	,
12	Two	questions	,
12	Two	soldiers	were
12	Two	items	were
12	Two	days	into
12	Two	sisters	,
12	Two	reasons	,
12	Two	wrongs	do
12	Two	times	.
12	Two	examples	:
12	Two	can	play
12	Two	.	#
12	Two	in	a
12	Two	more	of
12	Two	weeks	of
12	Two	lines	of
12	Two	blocks	from
12	Two	Lick	Creek
12	Two	men	with
11	Two	hundred	yards
11	Two	,	there
11	Two	areas	of
11	Two	plus	Four
11	Two	years	old
11	Two	have	been
11	Two	days	later
11	Two	hundred	?
11	Two	people	died
11	Two	Faces	.
11	Two	friends	,
11	Two	hours	ago
11	Two	<p>	The
11	Two	are	in
11	Two	women	were
11	Two	more	,
11	Two	--	two
11	Two	and	two
10	Two	for	two
10	Two	by	two
10	Two	old	men
10	Two	things	happened
10	Two	police	cars
10	Two	ways	to
10	Two	girls	were
10	Two	variables	were
10	Two	of	this
10	Two	Row	Wampum
10	Two	examples	illustrate
10	Two	and	three
10	Two	generations	ago
10	Two	players	,
10	Two	to	one
10	Two	more	days
10	Two	children	.
10	Two	studies	(
10	Two	million	.
10	Two	thousand	?
10	Two	reasons	:
10	Two	Gallants	"
10	Two	Systems	"
10	Two	Faces	of
10	Two	cases	of
10	Two	rows	of
10	Two	features	of
10	Two	measures	of
10	Two	counts	of
10	Two	Types	of
10	Two	months	of
10	Two	said	,
10	Two	New	York
10	Two	high	school
10	Two	hours	from
10	Two	things	that
10	Two	and	the
10	Two	of	you
961	books	,	and
742	books	.	<p>
565	books	on	the
535	books	.	"
364	books	in	the
339	books	,	"
314	books	.	The
290	books	.	I
265	books	,	including
255	books	,	but
253	books	,	the
223	books	.	He
217	books	and	articles
198	books	of	the
187	books	about	the
161	books	.	And
159	books	,	which
151	books	and	magazines
147	books	and	the
144	books	,	a
143	books	.	But
136	books	,	I
133	books	for	the
132	books	from	the
128	books	.	She
127	books	.	It
122	books	.	They
119	books	have	been
113	books	.	In
109	books	that	are
107	books	,	or
96	books	such	as
94	books	and	papers
92	books	?	"
90	books	,	he
88	books	and	a
84	books	.	We
83	books	at	the
81	books	,	magazines
80	books	to	the
76	books	and	other
74	books	,	it
74	books	that	have
73	books	in	a
72	books	.	You
69	books	,	you
68	books	for	children
68	books	of	poetry
66	books	,	they
64	books	that	were
61	books	,	including
61	books	to	read
60	books	.	This
57	books	and	videos
56	books	.	There
54	books	written	by
53	books	that	I
52	books	,	The
52	books	to	be
51	books	,	she
50	books	are	not
50	books	on	tape
48	books	.	If
48	books	out	of
47	books	by	the
46	books	,	we
45	books	can	be
45	books	.	His
43	books	,	such
43	books	and	movies
43	books	,	music
42	books	do	n't
41	books	as	a
41	books	,	movies
39	books	that	you
39	books	.	'
39	books	.	That
38	books	in	which
38	books	,	newspapers
38	books	for	a
37	books	include	"
37	books	in	his
37	books	and	journals
37	books	,	in
37	books	,	with
37	books	,	videos
36	books	in	this
36	books	.	What
36	books	,	articles
35	books	are	sold
35	books	will	be
35	books	include	The
34	books	.	My
34	books	in	my
34	books	on	a
34	books	.	#
34	books	,	is
34	books	.	So
33	books	into	the
33	books	like	"
33	books	.	One
32	books	had	been
32	books	,	not
32	books	,	his
32	books	.	A
32	books	on	his
32	books	,	one
32	books	in	their
31	books	and	tapes
31	books	,	to
31	books	with	a
31	books	,	especially
31	books	are	available
30	books	in	print
30	books	are	a
30	books	:	"
30	books	.	These
30	books	)	,
30	books	and	records
30	books	,	many
29	books	and	more
29	books	.	On
29	books	.	For
29	books	,	so
29	books	are	the
29	books	,	some
29	books	and	toys
29	books	for	young
28	books	.	When
28	books	that	he
28	books	)	.
28	books	.	A
27	books	that	had
27	books	and	newspapers
27	books	,	an
27	books	like	this
27	books	as	well
27	books	on	how
27	books	that	the
27	books	with	the
27	books	dealing	with
27	books	I	've
26	books	that	they
26	books	and	manuscripts
26	books	,	including
26	books	and	I
26	books	he	had
26	books	she	had
26	books	,	like
26	books	at	a
25	books	?	<p>
24	books	.	At
24	books	,	there
24	books	is	a
24	books	may	be
24	books	,	no
24	books	and	periodicals
24	books	of	all
24	books	,	my
24	books	,	then
24	books	--	and
23	books	seen	in
23	books	like	The
23	books	,	on
23	books	and	music
23	books	as	the
23	books	and	magazine
22	books	,	even
22	books	.	.
22	books	and	on
22	books	,	of
22	books	.	(
22	books	:	The
22	books	and	then
22	books	and	,
22	books	and	CDs
22	books	on	their
21	books	I	had
21	books	on	this
21	books	published	in
21	books	and	in
21	books	are	in
21	books	,	tapes
21	books	published	by
21	books	,	has
21	books	of	fiction
21	books	,	for
21	books	have	sold
21	books	should	be
21	books	,	most
21	books	,	as
21	books	,	from
21	books	are	written
20	books	were	written
20	books	and	they
20	books	off	the
20	books	with	titles
20	books	,	toys
20	books	,	was
20	books	would	be
20	books	that	she
20	books	,	papers
20	books	!	"
20	books	that	we
20	books	,	CDs
19	books	,	this
19	books	,	journals
19	books	,	by
19	books	.	Then
19	books	written	in
19	books	based	on
19	books	and	pamphlets
19	books	.	)
19	books	written	about
19	books	,	films
19	books	.	Now
19	books	,	as
19	books	and	some
19	books	for	kids
19	books	,	that
19	books	are	published
19	books	were	published
19	books	--	the
19	books	is	the
19	books	that	would
19	books	.	Many
18	books	over	the
18	books	in	her
18	books	,	for
18	books	to	a
18	books	and	films
18	books	"	(
18	books	and	games
18	books	,	because
18	books	now	,
18	books	and	their
18	books	to	make
17	books	are	very
17	books	of	his
17	books	like	that
17	books	about	it
17	books	,	to
17	books	do	not
17	books	are	"
17	books	here	.
17	books	.	Her
17	books	you	've
17	books	and	is
16	books	,	her
16	books	:	the
16	books	I	have
16	books	and	has
16	books	he	has
16	books	and	reading
16	books	.	All
16	books	.	Some
16	books	of	poems
16	books	right	now
16	books	as	"
16	books	out	there
16	books	are	still
16	books	,	if
16	books	;	and
16	books	that	will
16	books	,	among
15	books	for	his
15	books	and	his
15	books	,	maps
15	books	to	his
15	books	and	materials
15	books	,	their
15	books	and	stories
15	books	on	it
15	books	,	television
15	books	in	our
15	books	(	"
15	books	,	all
15	books	.	As
15	books	are	also
15	books	ever	written
15	books	is	that
15	books	,	mostly
15	books	he	was
15	books	he	'd
14	books	for	years
14	books	on	her
14	books	,	however
