The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times.

The numbers in the columns (w1,w2,w3) refer to the [wID] column in the <ngrams_lexicon.txt> file.

In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.

freq	w1	w2	w3
77	959	8	606
77	959	15	590
77	959	5081	5
76	959	3	43403
72	959	2446	5
69	959	6	778
68	959	15	1
67	959	48	110
67	959	91	2394
67	959	74	3
66	959	6	320
66	959	153	22
66	959	2592	73
66	959	1545	5
65	959	17	2
63	959	91	405
63	959	149	30
62	959	6	117
61	959	8	420
59	959	3401	13
58	959	131	2
58	959	2641	1
58	959	2641	2
58	959	951	2
57	959	2597	3499
55	959	70	2
54	959	75	19
54	959	147	9
53	959	131	1
53	959	22	3
53	959	6	12377
52	959	9	3
52	959	337	4
52	959	318	2
51	959	2316	8
51	959	15	30
50	959	5057	4
50	959	153	13
50	959	3	1905
50	959	8	190
47	959	8	191
47	959	35167	2
47	959	4495	2
47	959	3	180
46	959	8	394
45	959	8	157
44	959	264	2
44	959	77	3
44	959	3164	2
44	959	3031	1
43	959	318	1
42	959	30	7
42	959	226	524
41	959	2	7
40	959	6	1219
40	959	8	450
40	959	3725	38
39	959	75	3
39	959	2739	2405
39	959	3	357
39	959	24549	2
38	959	48	2394
38	959	3	1234
38	959	6	3289
38	959	3	1476
37	959	500	13
36	959	29	110
35	959	6	695
35	959	57	37
35	959	452	88
35	959	15	1154
35	959	147	74
34	959	8	686
34	959	12990	2
34	959	2641	4
34	959	3031	4
34	959	1264	18
33	959	73	9
33	959	17	74
33	959	75	8
32	959	2231	4
31	959	3707	32
31	959	2167	2
31	959	74	6
31	959	8	881
31	959	8	300
31	959	4495	1
30	959	147	22
30	959	29	2394
30	959	1	3
29	959	545	4
29	959	1420	14
29	959	46391	5
29	959	3	602
29	959	8	1715
29	959	8	1203
29	959	3440	1
28	959	276	5
28	959	628	3
28	959	3	547
28	959	5057	9
28	959	75	6
28	959	6	197
28	959	15	35
27	959	318	22
27	959	35167	1
27	959	5672	273
27	959	15	126
27	959	2167	13
26	959	4349	2
26	959	11938	1
26	959	3	1911
26	959	73	32
26	959	8	596
26	959	1	17
26	959	17504	2
26	959	75	29
25	959	70	6
25	959	3	3972
25	959	1	7
25	959	1516	9
24	959	6	861
24	959	70	74
24	959	297	2
24	959	515	5990
24	959	3	110
24	959	11302	22
24	959	7677	4
24	959	8	536
24	959	99	82
24	959	10074	73
24	959	5444	2
24	959	73	22
23	959	8	726
23	959	6	5081
23	959	6469	4
23	959	91	110
23	959	592	1
22	959	130	11
22	959	2592	2
22	959	273	2
22	959	129	74
22	959	145	88
22	959	1705	9
22	959	48	467
22	959	2650	5
22	959	11938	2
22	959	3725	18
21	959	6	122
21	959	9561	1
21	959	592	2
21	959	35	3
21	959	82	4020
21	959	6	524
21	959	11938	9
21	959	79	5
21	959	75	9
21	959	70	9
20	959	70	1
20	959	57	23
20	959	6	657
20	959	264	1
20	959	952	1
20	959	24549	1
20	959	37259	18
20	959	5452	73
20	959	8	755
20	959	73635	9
20	959	99	6
20	959	503	2
20	959	74	36
20	959	438	18
20	959	19396	16164
20	959	3164	1
20	959	6	8399
20	959	2231	2
19	959	6	250
19	959	1736	93
19	959	3164	9
19	959	75	63
19	959	19543	1
19	959	38166	1
19	959	337	1
19	959	2851	2
19	959	6	643
19	959	6	241
19	959	85	5
19	959	8	919
19	959	77	5
19	959	4508	149
19	959	951	1
18	959	8	339
18	959	273	1
18	959	242	251
18	959	131	30
18	959	144	3031
18	959	592	35
18	959	602	19
18	959	29	467
18	959	8	941
18	959	3440	4
18	959	2	10
18	959	354	2
18	959	2592	1
18	959	1291	1
18	959	273	32
18	959	140	6
18	959	1297	153
18	959	149	110
18	959	337	18
17	959	3	622
17	959	3	428
17	959	29	309
17	959	3725	1
17	959	72889	73
17	959	8	2451
17	959	898	57
17	959	227	2
17	959	3725	9
17	959	12990	1
17	959	70	8
17	959	8222	13
17	959	3	234
17	959	1954	5
17	959	462	110
17	959	8	213
17	959	68	2
17	959	8	672
16	959	951	4
16	959	3	1432
16	959	3699	4
16	959	6	978
16	959	74	15
16	959	2167	1
16	959	2231	1
16	959	3	13167
16	959	3	2108
16	959	6	572
16	959	8	2
16	959	15	147
16	959	9	1204
16	959	8	839
16	959	337	2
16	959	9561	2
16	959	223	353
16	959	3938	264
16	959	8	1
16	959	4495	4
16	959	8	667
16	959	6	7
16	959	15	13506
16	959	3	344
16	959	2319	2
16	959	3	161
15	959	6	5063
15	959	6	2417
15	959	3828	153
15	959	6	1292
15	959	12990	4
15	959	17504	9
15	959	85	148
15	959	5604	2
15	959	3191	2
15	959	2399	13
15	959	48	234
15	959	19543	2
15	959	438	1
15	959	6	4249
15	959	4514	8
15	959	8	1091
15	959	8	957
15	959	62	622
15	959	29	171
15	959	129	13
14	959	147	337
14	959	4992	312
14	959	6	1343
14	959	8	4131
14	959	3440	2
14	959	3	855
14	959	3699	1
14	959	91	171
14	959	8	1819
14	959	6	996
14	959	220	907
14	959	75	18
14	959	1360	13
14	959	129	77
14	959	2423	13
14	959	12783	4
14	959	6046	6032
14	959	3	437
14	959	68	6
14	959	71	1
14	959	7677	2
14	959	8	1712
14	959	3	1046
13	959	147	35
13	959	1713	2
13	959	444	3
13	959	5057	13
13	959	74	1204
13	959	50	2
13	959	73	149
13	959	438	2
13	959	17	1
13	959	899	6
13	959	3699	2
13	959	6	1150
13	959	318	470
13	959	3707	2
13	959	6	2797
13	959	71	2
13	959	1	4
13	959	8	1632
13	959	8	770
13	959	226	3707
13	959	13032	1
13	959	500	1
13	959	129	6
13	959	602	5
13	959	907	2
13	959	6	12863
12	959	125	17
12	959	2592	22
12	959	4545	35
12	959	6	323
12	959	6	1525
12	959	3	47269
12	959	166	524
12	959	3	295
12	959	3031	338
12	959	5444	1
12	959	2641	5
12	959	220	251
12	959	17504	32
12	959	8	889
12	959	6502	2
12	959	8	506
12	959	6	4712
12	959	42	82918
12	959	42	463
12	959	3	2130
12	959	8	2762
12	959	73	206
12	959	1	11
12	959	794	63
12	959	3725	2
12	959	3422	360
12	959	68	1
12	959	6	14612
12	959	13630	178
12	959	3440	18
12	959	1736	29
12	959	75	52
12	959	57	15
12	959	4034	2
12	959	19543	22
11	959	8	308
11	959	6	6440
11	959	13074	4
11	959	8	3056
11	959	122	2312
11	959	7677	1
11	959	71	8
11	959	1713	1
11	959	35	82
11	959	6	231
11	959	5057	32
11	959	19543	18
11	959	23178	94
11	959	3851	4
11	959	17504	1
11	959	17	20148
11	959	70	22
11	959	1736	107
11	959	2446	4
11	959	6	850
11	959	15	211
11	959	16168	2
11	959	29	778
11	959	6	3806
11	959	8	948
11	959	1736	70
11	959	952	2
11	959	2167	18
11	959	337	9
11	959	227	1
11	959	33742	153
11	959	6	158
11	959	13	6
11	959	13032	4
11	959	70	178
11	959	6	3648
11	959	75	22
11	959	1576	1
11	959	3	2139
11	959	176	6
11	959	6	437
11	959	7269	9950
11	959	524	2
11	959	13032	2
11	959	337	8
11	959	129	178
11	959	13225	73
11	959	3236	1
11	959	524	1
10	959	137188	2
10	959	38166	125
10	959	8	2629
10	959	217	1
10	959	147	10849
10	959	234	1
10	959	6	1277
10	959	500	2
10	959	176	82
10	959	3	4210
10	959	3236	4
10	959	3	294
10	959	273	18
10	959	147	1
10	959	5484	2534
10	959	3	271
10	959	9	50
10	959	73	1312
10	959	8	352
10	959	3	1374
10	959	15	9
10	959	226	907
10	959	15	75
10	959	122	8557
10	959	6	351
10	959	14693	63
10	959	85	234
10	959	613	2365
10	959	8	2021
10	959	6	600
10	959	50	112
10	959	500	19
10	959	149	4
10	959	38166	2
10	959	689	4
10	959	1105	1095
10	959	305	7037
10	959	4034	1
10	959	273	22
10	959	70	13
10	959	205	6
10	959	462	2394
149	960	1969	5
117	960	112	5
111	960	2215	5
90	960	8488	5
87	960	1233	2
77	960	533	5
74	960	1233	4
73	960	981	13
69	960	4	21750
69	960	597	5
66	960	2280	5
65	960	1	7
65	960	437	2
63	960	692	5
59	960	1658	2540
59	960	4	1209
59	960	209	1233
58	960	1233	1
56	960	112	1
56	960	1	4
55	960	437	5
54	960	1842	5
51	960	1541	5
50	960	4	2698
48	960	2336	3066
48	960	112	2
44	960	1233	5
44	960	846	5
41	960	823	5
41	960	2	7
41	960	437	1
39	960	761	1
37	960	2403	5
35	960	1832	5
35	960	209	2
34	960	7	4
34	960	2236	5
34	960	822	5
34	960	5766	13
33	960	4	3
33	960	3094	5
31	960	2215	2
31	960	1	45
30	960	521	5
30	960	988	5
29	960	3973	5
29	960	597	2
29	960	305	196
28	960	761	4
28	960	2253	5
27	960	9654	5
27	960	433	2
27	960	2113	5
27	960	664	5
26	960	761	2
25	960	2215	1
25	960	1758	5
25	960	882	2
25	960	209	1
25	960	2662	376
25	960	4706	1
25	960	981	5
25	960	199	24
25	960	533	151
25	960	258	5
24	960	844	4
24	960	6683	844
24	960	2540	2
24	960	458	641
24	960	1335	5
24	960	1437	719
23	960	1384	19317
23	960	433	4
23	960	1658	761
22	960	2035	5
22	960	112	8
22	960	2	10
22	960	9707	5
22	960	981	1
22	960	3760	186
21	960	2540	1
21	960	268	984
21	960	3607	1
21	960	186	1233
21	960	19223	5
21	960	1852	22
20	960	851	429
20	960	692	1
19	960	2447	1
19	960	1641	5
19	960	1	3
19	960	433	1
19	960	4	4030
19	960	1267	614
18	960	597	1
18	960	321	5
18	960	215	2
18	960	1272	5
17	960	209	4
17	960	2368	1
17	960	8274	5
17	960	258	1
17	960	3066	5
17	960	1832	2
17	960	973	3066
17	960	3379	1
17	960	3379	4
17	960	47	277
17	960	2860	22
17	960	3708	433
16	960	2447	2
16	960	1960	1
16	960	1258	209
16	960	1969	2
16	960	13	3
16	960	1048	5
16	960	854	2
16	960	6546	760
16	960	1314	2
15	960	1542	1
15	960	268	1542
15	960	368	237
15	960	9	3
15	960	463	5
15	960	1314	1
15	960	3066	2
15	960	2091	1703
15	960	4914	5
15	960	707	1
15	960	1233	9
15	960	436	527
14	960	862	5
14	960	2434	1
14	960	2	20
14	960	1201	5
14	960	12360	22
14	960	1940	3066
14	960	1281	5
14	960	432	3039
14	960	3379	2
14	960	2034	5
14	960	2368	2
14	960	7	39
14	960	4	117
14	960	4511	5
14	960	31205	2
14	960	2368	4
14	960	11872	1
14	960	2090	436
14	960	3258	528
14	960	529	5
13	960	2903	2
13	960	7	209
13	960	3607	2
13	960	16898	1
13	960	823	1
13	960	3242	1
13	960	1606	2
13	960	4	53148
13	960	258	2
13	960	3411	2215
13	960	31205	1
13	960	2583	1
13	960	692	19
13	960	215	1
13	960	813	4
13	960	1681	5
13	960	533	189
13	960	20160	2
13	960	813	2
13	960	1349	2
13	960	1349	5
13	960	3066	1
13	960	868	1
12	960	707	2
12	960	3462	5
12	960	31205	4
12	960	5288	987
12	960	1233	7
12	960	2	11
12	960	981	2
12	960	1734	5
12	960	1349	1
12	960	4237	2
12	960	813	1
12	960	2	104
12	960	186	1750
12	960	6875	2
12	960	844	2
12	960	2928	1995
12	960	3379	63
12	960	1606	4
12	960	230	5
12	960	11872	2
12	960	2072	2
12	960	2903	1
11	960	10418	4
11	960	3066	4
11	960	2	54
11	960	215	28
11	960	4743	1
11	960	846	1
11	960	1480	5
11	960	1201	63
11	960	882	1
11	960	7654	1
11	960	2072	9057
11	960	1	39
11	960	10612	4345
11	960	691	215
11	960	533	9
11	960	4706	2
11	960	209	1362
11	960	4663	163
11	960	614	1
11	960	844	1
11	960	1852	5
11	960	1233	26
11	960	761	7
11	960	891	5
11	960	8005	5
11	960	202	1861
11	960	19242	5
10	960	3671	5
10	960	1606	1
10	960	2280	1
10	960	2540	4
10	960	807	529
10	960	968	1233
10	960	1058	5
10	960	23952	281
10	960	4914	2
10	960	186	209
10	960	3556	2
10	960	2708	5
10	960	533	2
10	960	6288	5
10	960	3011	1
10	960	641	2
10	960	5766	2
10	960	854	1
10	960	1567	5
10	960	2383	5
10	960	1	18
10	960	4962	5
10	960	962	1405
10	960	1802	1233
10	960	954	1
10	960	3441	2915
10	960	1969	1
10	960	828	4018
10	960	2072	2903
10	960	1995	1
10	960	533	14
10	960	2215	4
10	960	614	2
10	960	566	1
10	960	3066	14
10	960	196	1
10	960	458	196
10	960	3280	5
10	960	6546	4457
10	960	4	27874
1040	961	5	3
794	961	9	3
762	961	2	10
602	961	1	4
480	961	2	7
425	961	2	20
419	961	1	3
270	961	1	72
261	961	4	3
255	961	1	7
202	961	1	45
196	961	2	54
149	961	2	89
145	961	1	6
142	961	2	11
142	961	2	56
139	961	47	65
132	961	22	3
126	961	2	69
116	961	13	3
112	961	35	3
110	961	2	58
109	961	5	29
108	961	2742	1704
107	961	5	78
95	961	1	15
88	961	2	104
86	961	32	3
86	961	9	36
86	961	2	113
85	961	52	47
83	961	52	12
83	961	5	6
83	961	12	6
74	961	1	23
73	961	151	6
73	961	5	2842
70	961	9	361
70	961	2	87
69	961	5	60
67	961	1	9
66	961	376	6
64	961	376	3
62	961	399	3
60	961	12	34
58	961	1	39
57	961	2	152
57	961	4	91
56	961	12	3
55	961	154	3
54	961	9	6
53	961	52	16
52	961	1	18
52	961	2	156
51	961	4	6
51	961	1	11
51	961	2	100
49	961	14	3
46	961	538	204
46	961	1	76
45	961	1	12
44	961	1	37
44	961	183	3
42	961	178	119
41	961	1	17
40	961	236	3
39	961	13	6
39	961	1	103
38	961	2	138
38	961	16	6
38	961	1	16
38	961	9	29
37	961	74	6
36	961	74	3
36	961	2	203
35	961	2	398
35	961	401	3
35	961	5	254
34	961	2	218
34	961	1	108
34	961	2	267
34	961	64	25
34	961	12	8
34	961	14	6
34	961	1	34
34	961	38	3
33	961	1	49
32	961	52	53
32	961	136	25
32	961	204	6
32	961	5	1834
31	961	151	3
31	961	16	3
31	961	66	25
31	961	1	41
31	961	7	28
30	961	18	6
30	961	2	187
30	961	2290	38
29	961	27	2
29	961	376	1910
29	961	1	47
29	961	18	3
28	961	2	139
28	961	2	326
27	961	52	33
27	961	8	157
27	961	134	4
27	961	1	36
27	961	35	79
26	961	30	10
26	961	1	8
26	961	2	410
26	961	1	51
26	961	9	72
26	961	2	427
26	961	2236	2
26	961	27	1
26	961	19	375
26	961	9	50
26	961	2	92
25	961	134	3
25	961	504	3
25	961	2	499
24	961	1	221
24	961	163	3
24	961	12	9
24	961	143	34
24	961	1	5
24	961	1	114
23	961	2	316
23	961	1	510
23	961	2	355
23	961	16	1315
23	961	47	940
23	961	848	3
23	961	2	656
22	961	1	330
22	961	35	6
22	961	5	48
22	961	8	25
22	961	47	6
22	961	142	25
22	961	1596	3
22	961	2	90
22	961	5	1652
22	961	1	534
22	961	16	34
21	961	2	317
21	961	53	25
21	961	375	8
21	961	80	34
21	961	61	4
21	961	2	414
21	961	2	812
21	961	45712	8
21	961	2	476
20	961	5	82
20	961	61	3
20	961	1	91
20	961	81	25
20	961	1	105
20	961	44	65
20	961	19	43
19	961	4	8
19	961	40	7
19	961	22	6
19	961	1430	3
19	961	2	303
19	961	5	1245
19	961	2	310
19	961	1	55
19	961	53	67
19	961	5	109
19	961	1	42
19	961	2	619
19	961	2634	2807
18	961	4112	8
18	961	5	62
18	961	1	13
18	961	40	3
18	961	8	128
18	961	47	866
18	961	2236	1
18	961	222	3
18	961	2	884
18	961	12	19
18	961	1	558
17	961	1	632
17	961	47	34
17	961	319	3
17	961	532	2
17	961	52	1
17	961	2236	5
17	961	5	36
17	961	19	41
17	961	330	328
17	961	8	1128
17	961	1	525
16	961	19	11
16	961	1	26
16	961	2	539
16	961	2	986
16	961	1	125
16	961	1	44
16	961	52	66
16	961	24	193
16	961	2	2
16	961	1451	8
16	961	871	3545
16	961	9	42
16	961	24	268
16	961	5	1196
16	961	1	19
16	961	5	457
16	961	5	17847
16	961	43	65
16	961	1102	2
16	961	5	42
16	961	134	6
16	961	24	868
16	961	9	186
16	961	375	9
16	961	1	14
15	961	1327	4
15	961	12	31
15	961	9	60
15	961	143	31
15	961	1	115
15	961	7	4
15	961	2	256
15	961	2	523
15	961	12	164
15	961	9	91
15	961	19	23
15	961	2	721
15	961	1	120
15	961	9	48
15	961	30	7
14	961	1	95
14	961	9	1410
14	961	1	811
14	961	9	202
14	961	4	1
14	961	376	947
14	961	1	35
14	961	16	9
14	961	7	9
14	961	8	888
14	961	8	1939
14	961	4	108
14	961	131	2
14	961	4	5
14	961	149	2
14	961	623	22
14	961	16	8
14	961	2	27
14	961	1	327
14	961	6704	5645
14	961	706	798
14	961	5	79
13	961	27	4
13	961	9	15744
13	961	39	3
13	961	1	188
13	961	9	2352
13	961	262	12
13	961	12	102
13	961	2	172
13	961	72	12
13	961	8	190
13	961	2628	2
13	961	151	42
13	961	375	1
13	961	22	29
13	961	7	134
13	961	5	3320
13	961	4	16
13	961	2317	3
12	961	76	15
12	961	5	199
12	961	3973	4
12	961	2	478
12	961	149	1
12	961	2	2079
12	961	987	2
12	961	35	42
12	961	292	3
12	961	9	6497
12	961	1	706
12	961	12	42
12	961	39	6
12	961	1	2290
12	961	2	1453
12	961	154	671
12	961	2	1240
12	961	901	507
12	961	18	29
12	961	47	488
12	961	28	46871
12	961	8	770
12	961	47	519
12	961	125	3
12	961	2	573
12	961	2	1092
12	961	9	371
12	961	4	42
11	961	2	699
11	961	12	1
11	961	1158	3
11	961	19	17
11	961	1290	1043
11	961	9	62
11	961	1	195
11	961	262	2
11	961	125	23
11	961	2	2373
11	961	47	106
11	961	64	34
11	961	2	1293
11	961	5	391
11	961	9	3895
11	961	1	50
11	961	19	3
11	961	12	169
11	961	19	37
11	961	2	28
11	961	9	82
11	961	134	12
11	961	501	8
11	961	1468	3
11	961	9	1127
11	961	5	7
11	961	5	91
11	961	61	15
11	961	1	200
11	961	19	2083
11	961	470	70
11	961	2	439
11	961	208	35
10	961	9	2944
10	961	5	2335
10	961	8	29194
10	961	4	13
10	961	24	893
10	961	12	63
10	961	9	429
10	961	40	6
10	961	2	841
10	961	9	4568
10	961	2	2206
10	961	28	7
10	961	570	8
10	961	14	1910
10	961	1	85
10	961	1	785
10	961	1	666
10	961	1	199
10	961	22	36
10	961	14	825
10	961	1	22
10	961	1	144
10	961	12	106
10	961	47	1553
10	961	32	6
10	961	189	7
10	961	47	2315
10	961	3731	13
10	961	5	77
10	961	2	1404
10	961	12	122
10	961	8	3326
10	961	2	286
10	961	9	1754
10	961	2	738
10	961	1	784
10	961	12	211
10	961	2	1143
10	961	131	1
702	962	2	10
614	962	5	541
501	962	2	7
431	962	5	169
385	962	5	6
362	962	1	4
352	962	5	4949
326	962	1405	14
303	962	1825	14
297	962	5	2909
289	962	1	7
271	962	2	20
222	962	13	3
205	962	1	45
191	962	1405	1
191	962	5	372
191	962	5	508
175	962	5	3
172	962	5	1216
168	962	5	3105
165	962	2	69
161	962	5	377
158	962	1405	2
150	962	2	58
149	962	19	3
149	962	5	4971
147	962	14	3
136	962	14	541
127	962	9	3
117	962	5	3109
114	962	2	54
111	962	1	3
110	962	5	1796
109	962	2	89
109	962	2	11
103	962	14	6
100	962	5	5684
92	962	5	6563
92	962	1748	18
90	962	5	42
85	962	2	152
82	962	1405	4
73	962	1825	2
73	962	2	104
72	962	5	5387
70	962	14	2909
67	962	12	19
67	962	5	18903
66	962	5	1052
65	962	5	12955
64	962	2	87
64	962	14	5453
63	962	14	4949
62	962	2	187
62	962	5	14356
61	962	2	113
57	962	2	92
57	962	5	3219
55	962	5	11923
55	962	5	6195
54	962	5	34
54	962	569	119
53	962	4	3
52	962	2292	2
52	962	5	5453
52	962	14	7866
51	962	5	794
49	962	5	6599
49	962	5	1855
49	962	5	18010
49	962	12	34
47	962	2	138
46	962	2	56
45	962	1405	9
45	962	2	156
45	962	1405	28
44	962	5	8772
43	962	5	16389
43	962	57066	1
41	962	5	7790
41	962	2292	1
41	962	5	386
41	962	13	542
40	962	30	10
40	962	1405	26
40	962	1	15
40	962	5	36
39	962	1	72
39	962	5	3114
39	962	4	6507
39	962	1	114
38	962	57066	2
38	962	1	37
38	962	14	5387
38	962	1	39
38	962	2292	4
38	962	13257	38
37	962	13	48
37	962	1	6
36	962	1405	1748
36	962	1825	1
36	962	5	13081
36	962	35	3
36	962	5	12270
35	962	5	35569
35	962	19	37
35	962	5	4279
35	962	5	21175
35	962	1	11
35	962	5	18235
35	962	1	17
34	962	5	48
34	962	12	3
34	962	5	8932
34	962	53	25
34	962	14	3399
34	962	136	25
34	962	5	9210
34	962	1825	9
34	962	88	3
34	962	19	17
34	962	2	139
34	962	14	18010
33	962	41161	19
33	962	2	172
33	962	5	3399
33	962	19	6
33	962	3252	2
32	962	9	6
32	962	1	534
32	962	19	41
32	962	2	218
32	962	12	6
32	962	1101	1
32	962	3252	1
32	962	5	560
31	962	5	1149
31	962	64	25
31	962	7	5
31	962	5	1145
30	962	1264	9
30	962	2	203
30	962	1405	5
30	962	5	227
30	962	1101	2
30	962	5	346
29	962	5	1090
29	962	14	6599
29	962	1	76
29	962	5	5013
28	962	14	3114
28	962	5	15330
28	962	1	23
28	962	5	41746
28	962	9	36
28	962	5	3159
28	962	12	1
28	962	57066	4
27	962	13	97
27	962	1405	330
27	962	1	41
27	962	27	2
27	962	5	5437
27	962	7	14
27	962	5	7
26	962	5	579
26	962	1	103
26	962	30	7
26	962	5	3734
25	962	114	37
25	962	2	721
25	962	14	36
25	962	5	10646
24	962	127	17
24	962	1	12
24	962	5	12111
24	962	5	38698
24	962	5	3729
24	962	5	2408
23	962	5	35101
23	962	2292	5
23	962	5	272
23	962	5	3702
23	962	5	7866
23	962	18	3
23	962	1693	513
23	962	5	5383
23	962	47	65
23	962	13	436
23	962	5	185
22	962	14	42
22	962	5	85
22	962	5	15784
22	962	14	1216
22	962	2	656
22	962	2	28
22	962	5	29
22	962	5	5636
21	962	13	6
21	962	2	316
21	962	41161	52
21	962	1	9
21	962	19	15
21	962	5	479
21	962	1	8
21	962	13	458
21	962	5	205
21	962	1	108
21	962	2	812
21	962	2	267
20	962	5	542
20	962	5	2226
20	962	1	34
20	962	2	100
20	962	125	17
20	962	5	77
20	962	14	3105
20	962	131	2
20	962	125	37
20	962	3512	2
20	962	2	310
20	962	5	20570
20	962	5	14147
20	962	49127	2
20	962	2	427
20	962	127	3
20	962	5	55012
20	962	27	1
20	962	5	36026
20	962	5	17518
19	962	5	1724
19	962	5	40627
19	962	5	1258
19	962	5	909
19	962	4	6395
19	962	5	322
19	962	22	3
19	962	4	6
19	962	127	37
19	962	14	794
19	962	14	377
18	962	5	2985
18	962	5	12001
18	962	5	50
18	962	5	7495
18	962	8	25
18	962	14	196
18	962	1	127
18	962	5	753
18	962	35	6
18	962	4659	2
18	962	19	23
18	962	14	1149
18	962	857	2
18	962	5	8273
17	962	14	109
17	962	2	476
17	962	8	190
17	962	5	2063
17	962	1	603
17	962	14	14356
17	962	5	19355
17	962	5	10575
17	962	14	1800
17	962	5	7499
17	962	4	9140
17	962	19	109
17	962	5	10161
17	962	5	305
16	962	1405	19
16	962	4	1397
16	962	1290	1043
16	962	13	60
16	962	7592	2
16	962	1405	46
16	962	2	398
16	962	4659	1
16	962	1	18
16	962	5	1016
16	962	178	119
16	962	5	1993
16	962	1	734
16	962	18	6
16	962	12	52
16	962	13	182
16	962	5	135
16	962	5	851
16	962	5	11450
16	962	5	1586
16	962	14	372
16	962	1	330
15	962	5	6940
15	962	1	710
15	962	5	70898
15	962	1	811
15	962	1	5
15	962	623	22
15	962	49127	1
15	962	1	510
15	962	2	326
15	962	14	169
15	962	8189	2
15	962	7289	2
15	962	5	10335
15	962	1405	39
15	962	1405	1157
15	962	12	8
15	962	5	25844
15	962	16944	14
15	962	2	986
14	962	12	6247
14	962	1101	4
14	962	5	4332
14	962	5	13037
14	962	5	22824
14	962	13	461
14	962	2292	14
14	962	14	5013
14	962	5	1584
14	962	14	895
14	962	1	14
14	962	5	1931
14	962	5	5787
14	962	5	368
14	962	5	7344
14	962	5	15
14	962	5	108326
14	962	1	49
14	962	5	7184
14	962	4	8448
14	962	7030	9
14	962	12	1693
14	962	9	50
14	962	30	58
14	962	5	513
14	962	5	62829
13	962	19	36
13	962	30	20
13	962	5	45571
13	962	2	738
13	962	14	5789
13	962	5	78
13	962	5	2212
13	962	13	29
13	962	88	132
13	962	1	1155
13	962	5	96
13	962	1	144
13	962	5	136488
13	962	81	25
13	962	1	221
13	962	2	499
13	962	2	90
13	962	13	349
13	962	2	841
13	962	2	478
13	962	14	135
13	962	38	3
13	962	14	6563
13	962	14	4162
13	962	5	109
12	962	5	895
12	962	151	6
12	962	151	3
12	962	5	21675
12	962	5	47381
12	962	2	256
12	962	2634	2807
12	962	2	619
12	962	5	23668
12	962	2	410
12	962	5	71813
12	962	6561	38
12	962	12	701
12	962	1405	40
12	962	2	523
12	962	13	3049
12	962	5	3789
12	962	2	1298
12	962	12	220
12	962	5	475
12	962	3252	4
12	962	32	3
12	962	5	20011
12	962	2208	174
12	962	88	6
12	962	4	26
12	962	19	127
12	962	5	55028
12	962	1	327
12	962	12	830
12	962	14	24688
12	962	2	3740830
12	962	5	52776
12	962	12	947
12	962	2	414
12	962	19	48
12	962	1	95
12	962	14	1145
12	962	14	579
11	962	2	1249
11	962	5	24333
11	962	14	305
11	962	8189	1
11	962	7289	4
11	962	14	2752
11	962	1825	12
11	962	4	155
11	962	5	3165
11	962	4	1
11	962	4	8
11	962	5	40915
11	962	14	1
11	962	5	39796
11	962	5	2609
11	962	13	82
11	962	5	14797
11	962	5	1481
11	962	14	412
11	962	5	4308
11	962	5	13505
11	962	66	25
11	962	14	77
11	962	14	3012
11	962	12	122
11	962	5	442
11	962	5	4409
11	962	52	12
11	962	5	158
11	962	5	82
11	962	2	355
11	962	14	7495
11	962	4959	2
11	962	2292	12
11	962	5	612
11	962	5	10078
11	962	5	1314
11	962	57066	9
11	962	1012	1
11	962	509	1
11	962	1101	365
11	962	14	5636
11	962	3512	1
11	962	5	4361
11	962	2	746
11	962	5	1048
10	962	4	305
10	962	3252	5
10	962	88	37
10	962	13	359
10	962	281	1
10	962	14	16932
10	962	38	6
10	962	5	7471
10	962	5	71578
10	962	2	1359
10	962	1	85
10	962	3252	28
10	962	5	2073
10	962	9	42
10	962	13	158
10	962	2	285
10	962	7	4
10	962	5	7804
10	962	5	356
10	962	4	2413
10	962	5	6490
10	962	5	5629
10	962	214	25
10	962	8941	18
10	962	5	9854
10	962	1101	12
10	962	14	78
10	962	14	3702
10	962	26	3
10	962	12	226
10	962	125	3
10	962	39	34
10	962	14	3219
10	962	2	4095
10	962	8	167
10	962	5	19936
10	962	5	45432
10	962	9	82
10	962	19	85
10	962	14	70
10	962	34	140
10	962	28	2234
10	962	14	436
10	962	5	7777
10	962	429	2
10	962	134	4
10	962	19	78
10	962	1	558
10	962	1405	76
730	963	2	10
589	963	7376	3152
438	963	3465	1
407	963	1	4
372	963	3465	2
368	963	2	7
333	963	1	3
292	963	2	20
285	963	17909	4404
272	963	1299	1
256	963	1	7
223	963	7171	7937
210	963	1299	2
205	963	4	3
185	963	7171	1
171	963	1	45
164	963	7171	2
149	963	1	6
127	963	7171	5
126	963	1	195
126	963	9	3
124	963	18431	2
119	963	2	54
118	963	18431	7
114	963	25560	1
114	963	1	72
113	963	3465	4
112	963	2	89
103	963	2	69
102	963	16367	1
98	963	2	58
92	963	18431	1
88	963	1191	1296
87	963	1	51
85	963	2	56
82	963	48940	4147
80	963	2	104
78	963	5	3
74	963	1299	4
69	963	1	15
67	963	2182	1
66	963	2	11
64	963	4	1053
63	963	2	113
62	963	1	9
61	963	55	2
60	963	827	2
59	963	3465	5
59	963	827	1
56	963	17909	62464
54	963	47	65
53	963	151	6
53	963	4	19857
50	963	2304	1007
